_id,value
"chiint","{ ""words"" : [ ""chitin"" ] }"
"chikns","{ ""words"" : [ ""chinks"" ] }"
"chikos","{ ""words"" : [ ""hoicks"" ] }"
"chikot","{ ""words"" : [ ""thicko"" ] }"
"chikrs","{ ""words"" : [ ""kirsch"" ] }"
"chikst","{ ""words"" : [ ""kitsch"", ""shtick"" ] }"
"chills","{ ""words"" : [ ""chills"" ] }"
"chilly","{ ""words"" : [ ""chilly"" ] }"
"chilry","{ ""words"" : [ ""richly"" ] }"
"chimps","{ ""words"" : [ ""chimps"" ] }"
"chimrs","{ ""words"" : [ ""smirch"", ""chrism"" ] }"
"chimss","{ ""words"" : [ ""schism"" ] }"
"chimty","{ ""words"" : [ ""mythic"" ] }"
"chinop","{ ""words"" : [ ""phonic"" ] }"
"chinos","{ ""words"" : [ ""chinos"" ] }"
"chinru","{ ""words"" : [ ""urchin"" ] }"
"chinst","{ ""words"" : [ ""snitch"" ] }"
"chintz","{ ""words"" : [ ""chintz"" ] }"
"chiors","{ ""words"" : [ ""choirs"" ] }"
"chiosz","{ ""words"" : [ ""schizo"" ] }"
"chippy","{ ""words"" : [ ""chippy"" ] }"
"chiprs","{ ""words"" : [ ""chirps"" ] }"
"chipry","{ ""words"" : [ ""chirpy"" ] }"
"chipsy","{ ""words"" : [ ""physic"" ] }"
"chisst","{ ""words"" : [ ""schist"" ] }"
"chistt","{ ""words"" : [ ""stitch"" ] }"
"chistw","{ ""words"" : [ ""switch"" ] }"
"chittw","{ ""words"" : [ ""twitch"" ] }"
"chitty","{ ""words"" : [ ""titchy"" ] }"
"chknsu","{ ""words"" : [ ""chunks"" ] }"
"chknuy","{ ""words"" : [ ""chunky"" ] }"
"chkoss","{ ""words"" : [ ""shocks"" ] }"
"chkssu","{ ""words"" : [ ""shucks"" ] }"
"chloos","{ ""words"" : [ ""school"" ] }"
"chlost","{ ""words"" : [ ""cloths"" ] }"
"chlosu","{ ""words"" : [ ""slouch"" ] }"
"chlrsu","{ ""words"" : [ ""churls"" ] }"
"chmmuy","{ ""words"" : [ ""chummy"" ] }"
"chmoos","{ ""words"" : [ ""smooch"" ] }"
"chmops","{ ""words"" : [ ""chomps"" ] }"
"chmpsu","{ ""words"" : [ ""chumps"" ] }"
"chnoop","{ ""words"" : [ ""poncho"" ] }"
"chnosz","{ ""words"" : [ ""schnoz"" ] }"
"chnpuy","{ ""words"" : [ ""punchy"" ] }"
"chnrsu","{ ""words"" : [ ""churns"" ] }"
"choort","{ ""words"" : [ ""cohort"" ] }"
"choosy","{ ""words"" : [ ""choosy"" ] }"
"choppy","{ ""words"" : [ ""choppy"" ] }"
"chopsy","{ ""words"" : [ ""psycho"" ] }"
"chorsu","{ ""words"" : [ ""chorus"" ] }"
"chotuy","{ ""words"" : [ ""touchy"" ] }"
"chpssy","{ ""words"" : [ ""psychs"" ] }"
"chpstu","{ ""words"" : [ ""putsch"" ] }"
"chsssu","{ ""words"" : [ ""schuss"" ] }"
"ciilmu","{ ""words"" : [ ""cilium"" ] }"
"ciilvx","{ ""words"" : [ ""clxvii"" ] }"
"ciimms","{ ""words"" : [ ""mimics"" ] }"
"ciimtv","{ ""words"" : [ ""victim"" ] }"
"ciinor","{ ""words"" : [ ""ironic"" ] }"
"ciirss","{ ""words"" : [ ""crisis"" ] }"
"ciklns","{ ""words"" : [ ""clinks"" ] }"
"ciklss","{ ""words"" : [ ""slicks"" ] }"
"ciklsy","{ ""words"" : [ ""sickly"" ] }"
"ciknpu","{ ""words"" : [ ""unpick"" ] }"
"ciknss","{ ""words"" : [ ""snicks"" ] }"
"cikoss","{ ""words"" : [ ""sickos"" ] }"
"cikppu","{ ""words"" : [ ""pickup"" ] }"
"cikprs","{ ""words"" : [ ""pricks"" ] }"
"cikptu","{ ""words"" : [ ""uptick"" ] }"
"cikrst","{ ""words"" : [ ""tricks"" ] }"
"cikrty","{ ""words"" : [ ""tricky"" ] }"
"ciksst","{ ""words"" : [ ""sticks"" ] }"
"ciksty","{ ""words"" : [ ""sticky"" ] }"
"cilmuu","{ ""words"" : [ ""cumuli"" ] }"
"cilnou","{ ""words"" : [ ""uncoil"" ] }"
"cilopy","{ ""words"" : [ ""policy"" ] }"
"cilosu","{ ""words"" : [ ""coulis"" ] }"
"ciloyz","{ ""words"" : [ ""cozily"" ] }"
"cilrsy","{ ""words"" : [ ""lyrics"" ] }"
"cimmot","{ ""words"" : [ ""commit"" ] }"
"cimnor","{ ""words"" : [ ""micron"" ] }"
"cimopy","{ ""words"" : [ ""myopic"" ] }"
"cimors","{ ""words"" : [ ""micros"" ] }"
"cimost","{ ""words"" : [ ""sitcom"" ] }"
"cimoty","{ ""words"" : [ ""comity"" ] }"
"cimprs","{ ""words"" : [ ""crimps"", ""scrimp"" ] }"
"cimrss","{ ""words"" : [ ""scrims"" ] }"
"cimruu","{ ""words"" : [ ""curium"" ] }"
"cimssu","{ ""words"" : [ ""musics"" ] }"
"cimsty","{ ""words"" : [ ""mystic"" ] }"
"cinnou","{ ""words"" : [ ""nuncio"" ] }"
"cinort","{ ""words"" : [ ""citron"" ] }"
"cinorz","{ ""words"" : [ ""zircon"" ] }"
"cinoss","{ ""words"" : [ ""scions"" ] }"
"cinost","{ ""words"" : [ ""tocsin"", ""tonics"" ] }"
"cinosu","{ ""words"" : [ ""cousin"" ] }"
"cinrsu","{ ""words"" : [ ""incurs"" ] }"
"cinstu","{ ""words"" : [ ""tunics"" ] }"
"cioprt","{ ""words"" : [ ""tropic"" ] }"
"ciopst","{ ""words"" : [ ""optics"", ""picots"", ""topics"" ] }"
"ciorsu","{ ""words"" : [ ""curios"" ] }"
"ciortv","{ ""words"" : [ ""victor"" ] }"
"ciosst","{ ""words"" : [ ""stoics"" ] }"
"ciostu","{ ""words"" : [ ""coitus"" ] }"
"ciprss","{ ""words"" : [ ""crisps"", ""scrips"" ] }"
"ciprst","{ ""words"" : [ ""script"" ] }"
"ciprsy","{ ""words"" : [ ""crispy"" ] }"
"cirrsu","{ ""words"" : [ ""cirrus"" ] }"
"cirstt","{ ""words"" : [ ""strict"" ] }"
"cirstu","{ ""words"" : [ ""rustic"", ""citrus"" ] }"
"cissuv","{ ""words"" : [ ""viscus"" ] }"
"cjnosu","{ ""words"" : [ ""juncos"" ] }"
"cjnouy","{ ""words"" : [ ""jouncy"" ] }"
"ckknos","{ ""words"" : [ ""knocks"" ] }"
"cklnos","{ ""words"" : [ ""clonks"" ] }"
"cklnou","{ ""words"" : [ ""unlock"" ] }"
"cklnsu","{ ""words"" : [ ""clunks"" ] }"
"cklnuy","{ ""words"" : [ ""clunky"" ] }"
"cklopu","{ ""words"" : [ ""lockup"" ] }"
"cklpsu","{ ""words"" : [ ""plucks"" ] }"
"cklpuy","{ ""words"" : [ ""plucky"" ] }"
"ckmoss","{ ""words"" : [ ""smocks"" ] }"
"cknoru","{ ""words"" : [ ""uncork"" ] }"
"ckoors","{ ""words"" : [ ""crooks"" ] }"
"ckosst","{ ""words"" : [ ""stocks"" ] }"
"ckosty","{ ""words"" : [ ""stocky"" ] }"
"ckrstu","{ ""words"" : [ ""struck"", ""trucks"" ] }"
"ckrsuu","{ ""words"" : [ ""ruckus"" ] }"
"cllooq","{ ""words"" : [ ""colloq"" ] }"
"cllooy","{ ""words"" : [ ""coolly"" ] }"
"cllors","{ ""words"" : [ ""scroll"" ] }"
"cllssu","{ ""words"" : [ ""sculls"" ] }"
"clmnou","{ ""words"" : [ ""column"" ] }"
"clmops","{ ""words"" : [ ""clomps"" ] }"
"clmopy","{ ""words"" : [ ""comply"" ] }"
"clmosu","{ ""words"" : [ ""locums"" ] }"
"clmpsu","{ ""words"" : [ ""clumps"" ] }"
"clmpuy","{ ""words"" : [ ""clumpy"" ] }"
"clmstu","{ ""words"" : [ ""mulcts"" ] }"
"clmsuy","{ ""words"" : [ ""clumsy"", ""muscly"" ] }"
"clnoos","{ ""words"" : [ ""colons"" ] }"
"clnoou","{ ""words"" : [ ""uncool"" ] }"
"clnooy","{ ""words"" : [ ""colony"" ] }"
"clnosu","{ ""words"" : [ ""consul"" ] }"
"clnosw","{ ""words"" : [ ""clowns"" ] }"
"clnruu","{ ""words"" : [ ""uncurl"" ] }"
"cloors","{ ""words"" : [ ""colors"" ] }"
"clossw","{ ""words"" : [ ""scowls"" ] }"
"clostu","{ ""words"" : [ ""clouts"", ""locust"" ] }"
"closty","{ ""words"" : [ ""costly"" ] }"
"clpstu","{ ""words"" : [ ""sculpt"" ] }"
"clrtuy","{ ""words"" : [ ""curtly"" ] }"
"cmmnoo","{ ""words"" : [ ""common"" ] }"
"cmmruy","{ ""words"" : [ ""crummy"" ] }"
"cmmsuy","{ ""words"" : [ ""scummy"" ] }"
"cmnnoo","{ ""words"" : [ ""noncom"" ] }"
"cmoops","{ ""words"" : [ ""compos"" ] }"
"cmooss","{ ""words"" : [ ""cosmos"" ] }"
"cmostu","{ ""words"" : [ ""custom"" ] }"
"cmosuu","{ ""words"" : [ ""mucous"" ] }"
"cmprsu","{ ""words"" : [ ""scrump"" ] }"
"cmrssu","{ ""words"" : [ ""scrums"" ] }"
"cnoopu","{ ""words"" : [ ""coupon"" ] }"
"cnoors","{ ""words"" : [ ""croons"" ] }"
"cnoott","{ ""words"" : [ ""cotton"" ] }"
"cnooty","{ ""words"" : [ ""tycoon"" ] }"
"cnoovy","{ ""words"" : [ ""convoy"" ] }"
"cnorss","{ ""words"" : [ ""scorns"" ] }"
"cnorsw","{ ""words"" : [ ""crowns"" ] }"
"cnostu","{ ""words"" : [ ""counts"" ] }"
"cnotuy","{ ""words"" : [ ""county"" ] }"
"coopss","{ ""words"" : [ ""scoops"" ] }"
"coopwx","{ ""words"" : [ ""cowpox"" ] }"
"coosst","{ ""words"" : [ ""scoots"" ] }"
"coprsu","{ ""words"" : [ ""corpus"" ] }"
"copruy","{ ""words"" : [ ""croupy"" ] }"
"copsuy","{ ""words"" : [ ""coypus"" ] }"
"corrsu","{ ""words"" : [ ""cursor"" ] }"
"corssu","{ ""words"" : [ ""scours"" ] }"
"corstu","{ ""words"" : [ ""courts"" ] }"
"cortuy","{ ""words"" : [ ""outcry"" ] }"
"cosstu","{ ""words"" : [ ""scouts"" ] }"
"cottuu","{ ""words"" : [ ""cutout"" ] }"
"cprsty","{ ""words"" : [ ""crypts"" ] }"
"cpstuu","{ ""words"" : [ ""cutups"" ] }"
"crrsuy","{ ""words"" : [ ""scurry"" ] }"
"crsstu","{ ""words"" : [ ""crusts"" ] }"
"crstuy","{ ""words"" : [ ""crusty"", ""curtsy"" ] }"
"crsuvy","{ ""words"" : [ ""scurvy"" ] }"
"csuyzz","{ ""words"" : [ ""scuzzy"" ] }"
"dddeee","{ ""words"" : [ ""deeded"" ] }"
"dddeei","{ ""words"" : [ ""eddied"" ] }"
"dddeew","{ ""words"" : [ ""wedded"" ] }"
"dddego","{ ""words"" : [ ""dodged"" ] }"
"dddeik","{ ""words"" : [ ""kidded"" ] }"
"dddeil","{ ""words"" : [ ""lidded"", ""diddle"" ] }"
"dddelo","{ ""words"" : [ ""doddle"" ] }"
"dddemo","{ ""words"" : [ ""modded"" ] }"
"dddeno","{ ""words"" : [ ""nodded"" ] }"
"dddeop","{ ""words"" : [ ""podded"" ] }"
"dddeor","{ ""words"" : [ ""dodder"" ] }"
"dddeos","{ ""words"" : [ ""sodded"" ] }"
"dddily","{ ""words"" : [ ""diddly"" ] }"
"ddeeeh","{ ""words"" : [ ""heeded"" ] }"
"ddeeem","{ ""words"" : [ ""deemed"" ] }"
"ddeeen","{ ""words"" : [ ""needed"" ] }"
"ddeees","{ ""words"" : [ ""seeded"" ] }"
"ddeeew","{ ""words"" : [ ""weeded"" ] }"
"ddeefi","{ ""words"" : [ ""defied"" ] }"
"ddeefn","{ ""words"" : [ ""fended"", ""defend"" ] }"
"ddeefu","{ ""words"" : [ ""feuded"" ] }"
"ddeegh","{ ""words"" : [ ""hedged"" ] }"
"ddeegl","{ ""words"" : [ ""gelded"" ] }"
"ddeegr","{ ""words"" : [ ""dredge"" ] }"
"ddeegw","{ ""words"" : [ ""wedged"" ] }"
"ddeehr","{ ""words"" : [ ""herded"" ] }"
"ddeeil","{ ""words"" : [ ""elided"" ] }"
"ddeein","{ ""words"" : [ ""indeed"", ""denied"" ] }"
"ddeeir","{ ""words"" : [ ""deride"" ] }"
"ddeeis","{ ""words"" : [ ""eddies"" ] }"
"ddeeit","{ ""words"" : [ ""edited"", ""dieted"" ] }"
"ddeelm","{ ""words"" : [ ""melded"", ""meddle"" ] }"
"ddeelp","{ ""words"" : [ ""peddle"" ] }"
"ddeelu","{ ""words"" : [ ""eluded"", ""delude"", ""dueled"" ] }"
"ddeelv","{ ""words"" : [ ""delved"" ] }"
"ddeelw","{ ""words"" : [ ""welded"" ] }"
"ddeemn","{ ""words"" : [ ""mended"" ] }"
"ddeemo","{ ""words"" : [ ""demoed"", ""demode"" ] }"
"ddeenp","{ ""words"" : [ ""pended"", ""depend"" ] }"
"ddeenr","{ ""words"" : [ ""redden"" ] }"
"ddeent","{ ""words"" : [ ""dented"", ""tended"" ] }"
"ddeenu","{ ""words"" : [ ""endued"", ""denude"" ] }"
"ddeenv","{ ""words"" : [ ""vended"" ] }"
"ddeenw","{ ""words"" : [ ""wended"" ] }"
"ddeeor","{ ""words"" : [ ""eroded"" ] }"
"ddeerr","{ ""words"" : [ ""redder"" ] }"
"ddeerw","{ ""words"" : [ ""wedder"" ] }"
"ddeery","{ ""words"" : [ ""redyed"" ] }"
"ddeeux","{ ""words"" : [ ""exuded"" ] }"
"ddeffi","{ ""words"" : [ ""diffed"" ] }"
"ddeffo","{ ""words"" : [ ""doffed"" ] }"
"ddeffu","{ ""words"" : [ ""duffed"" ] }"
"ddefgu","{ ""words"" : [ ""fudged"" ] }"
"ddefil","{ ""words"" : [ ""fiddle"" ] }"
"ddeflo","{ ""words"" : [ ""folded"" ] }"
"ddeflu","{ ""words"" : [ ""fuddle"" ] }"
"ddefnu","{ ""words"" : [ ""funded"" ] }"
"ddefor","{ ""words"" : [ ""fodder"", ""forded"" ] }"
"ddeggo","{ ""words"" : [ ""dogged"" ] }"
"ddegil","{ ""words"" : [ ""gilded"", ""glided"" ] }"
"ddegin","{ ""words"" : [ ""dinged"" ] }"
"ddegir","{ ""words"" : [ ""girded"", ""ridged"" ] }"
"ddegit","{ ""words"" : [ ""geddit"" ] }"
"ddegiu","{ ""words"" : [ ""guided"" ] }"
"ddegju","{ ""words"" : [ ""judged"" ] }"
"ddeglo","{ ""words"" : [ ""lodged"" ] }"
"ddegmo","{ ""words"" : [ ""dodgem"" ] }"
"ddegno","{ ""words"" : [ ""donged"" ] }"
"ddegnu","{ ""words"" : [ ""nudged"", ""dunged"" ] }"
"ddegor","{ ""words"" : [ ""dodger"" ] }"
"ddegos","{ ""words"" : [ ""dodges"" ] }"
"ddegru","{ ""words"" : [ ""drudge"" ] }"
"ddehin","{ ""words"" : [ ""hidden"" ] }"
"ddehis","{ ""words"" : [ ""dished"" ] }"
"ddehlu","{ ""words"" : [ ""huddle"" ] }"
"ddehoo","{ ""words"" : [ ""hooded"" ] }"
"ddehor","{ ""words"" : [ ""horded"" ] }"
"ddeiik","{ ""words"" : [ ""kiddie"" ] }"
"ddeiio","{ ""words"" : [ ""iodide"" ] }"
"ddeiit","{ ""words"" : [ ""tidied"" ] }"
"ddeiiv","{ ""words"" : [ ""divide"" ] }"
"ddeikr","{ ""words"" : [ ""kidder"" ] }"
"ddeilm","{ ""words"" : [ ""middle"" ] }"
"ddeilp","{ ""words"" : [ ""piddle"" ] }"
"ddeilr","{ ""words"" : [ ""riddle"" ] }"
"ddeils","{ ""words"" : [ ""sidled"" ] }"
"ddeimm","{ ""words"" : [ ""dimmed"" ] }"
"ddeimn","{ ""words"" : [ ""minded"", ""midden"" ] }"
"ddeinn","{ ""words"" : [ ""dinned"" ] }"
"ddeinr","{ ""words"" : [ ""ridden"" ] }"
"ddeinw","{ ""words"" : [ ""winded"" ] }"
"ddeios","{ ""words"" : [ ""didoes"", ""diodes"" ] }"
"ddeiov","{ ""words"" : [ ""devoid"", ""voided"" ] }"
"ddeipp","{ ""words"" : [ ""dipped"" ] }"
"ddeipr","{ ""words"" : [ ""prided"" ] }"
"ddeiss","{ ""words"" : [ ""dissed"" ] }"
"ddejru","{ ""words"" : [ ""judder"" ] }"
"ddeknu","{ ""words"" : [ ""dunked"" ] }"
"ddello","{ ""words"" : [ ""dolled"" ] }"
"ddellu","{ ""words"" : [ ""dulled"" ] }"
"ddelmo","{ ""words"" : [ ""molded"" ] }"
"ddelmu","{ ""words"" : [ ""muddle"" ] }"
"ddelno","{ ""words"" : [ ""noddle"" ] }"
"ddeloo","{ ""words"" : [ ""doodle"" ] }"
"ddelor","{ ""words"" : [ ""lorded"" ] }"
"ddelot","{ ""words"" : [ ""toddle"" ] }"
"ddelpu","{ ""words"" : [ ""puddle"" ] }"
"ddemoo","{ ""words"" : [ ""doomed"" ] }"
"ddempu","{ ""words"" : [ ""dumped"" ] }"
"ddenno","{ ""words"" : [ ""donned"" ] }"
"ddennu","{ ""words"" : [ ""dunned"" ] }"
"ddenor","{ ""words"" : [ ""droned"" ] }"
"ddenos","{ ""words"" : [ ""sodden"" ] }"
"ddenow","{ ""words"" : [ ""downed"" ] }"
"ddensu","{ ""words"" : [ ""sudden"" ] }"
"ddeoor","{ ""words"" : [ ""odored"" ] }"
"ddeoow","{ ""words"" : [ ""wooded"" ] }"
"ddeorw","{ ""words"" : [ ""worded"" ] }"
"ddeoss","{ ""words"" : [ ""dossed"" ] }"
"ddeost","{ ""words"" : [ ""oddest"" ] }"
"ddeosu","{ ""words"" : [ ""doused"" ] }"
"ddeosw","{ ""words"" : [ ""dowsed"" ] }"
"ddeott","{ ""words"" : [ ""dotted"" ] }"
"dderru","{ ""words"" : [ ""rudder"" ] }"
"ddersu","{ ""words"" : [ ""udders"" ] }"
"ddestu","{ ""words"" : [ ""dusted"" ] }"
"ddfily","{ ""words"" : [ ""fiddly"" ] }"
"ddginu","{ ""words"" : [ ""duding"" ] }"
"ddhosy","{ ""words"" : [ ""shoddy"" ] }"
"ddiims","{ ""words"" : [ ""misdid"" ] }"
"ddikos","{ ""words"" : [ ""kiddos"" ] }"
"ddilnr","{ ""words"" : [ ""dirndl"" ] }"
"ddilos","{ ""words"" : [ ""dildos"" ] }"
"ddilpy","{ ""words"" : [ ""piddly"" ] }"
"ddilty","{ ""words"" : [ ""tiddly"" ] }"
"ddiors","{ ""words"" : [ ""sordid"", ""droids"" ] }"
"ddiotu","{ ""words"" : [ ""outdid"" ] }"
"ddioty","{ ""words"" : [ ""oddity"" ] }"
"ddirsu","{ ""words"" : [ ""druids"" ] }"
"ddmmuu","{ ""words"" : [ ""dumdum"" ] }"
"deeefr","{ ""words"" : [ ""feeder"", ""reefed"" ] }"
"deeegr","{ ""words"" : [ ""degree"" ] }"
"deeehl","{ ""words"" : [ ""heeled"" ] }"
"deeejr","{ ""words"" : [ ""jeered"" ] }"
"deeekl","{ ""words"" : [ ""keeled"" ] }"
"deeekn","{ ""words"" : [ ""keened"" ] }"
"deeekp","{ ""words"" : [ ""peeked"" ] }"
"deeekr","{ ""words"" : [ ""reeked"" ] }"
"deeeln","{ ""words"" : [ ""needle"" ] }"
"deeelp","{ ""words"" : [ ""peeled"" ] }"
"deeelr","{ ""words"" : [ ""leered"", ""reeled"" ] }"
"deeelt","{ ""words"" : [ ""delete"" ] }"
"deeemr","{ ""words"" : [ ""redeem"" ] }"
"deeems","{ ""words"" : [ ""seemed"" ] }"
"deeemt","{ ""words"" : [ ""teemed"" ] }"
"deeenp","{ ""words"" : [ ""deepen"" ] }"
"deeenv","{ ""words"" : [ ""evened"" ] }"
"deeenw","{ ""words"" : [ ""weened"" ] }"
"deeepp","{ ""words"" : [ ""peeped"" ] }"
"deeepr","{ ""words"" : [ ""peered"", ""deeper"" ] }"
"deeeps","{ ""words"" : [ ""seeped"" ] }"
"deeepv","{ ""words"" : [ ""peeved"" ] }"
"deeers","{ ""words"" : [ ""reseed"", ""seeder"" ] }"
"deeerv","{ ""words"" : [ ""veered"" ] }"
"deeerw","{ ""words"" : [ ""weeder"" ] }"
"deeffr","{ ""words"" : [ ""reffed"", ""deffer"" ] }"
"deefht","{ ""words"" : [ ""hefted"" ] }"
"deefil","{ ""words"" : [ ""defile"" ] }"
"deefin","{ ""words"" : [ ""define"" ] }"
"deefis","{ ""words"" : [ ""defies"" ] }"
"deefll","{ ""words"" : [ ""felled"" ] }"
"deeflt","{ ""words"" : [ ""felted"" ] }"
"deeflu","{ ""words"" : [ ""fueled"" ] }"
"deeflx","{ ""words"" : [ ""flexed"" ] }"
"deefnr","{ ""words"" : [ ""fender"" ] }"
"deefrs","{ ""words"" : [ ""defers"" ] }"
"deefrt","{ ""words"" : [ ""defter"" ] }"
"deefss","{ ""words"" : [ ""fessed"" ] }"
"deefsu","{ ""words"" : [ ""defuse"" ] }"
"deeggl","{ ""words"" : [ ""legged"" ] }"
"deeggp","{ ""words"" : [ ""pegged"" ] }"
"deeggv","{ ""words"" : [ ""vegged"" ] }"
"deeghr","{ ""words"" : [ ""hedger"" ] }"
"deeghs","{ ""words"" : [ ""hedges"" ] }"
"deegir","{ ""words"" : [ ""edgier"" ] }"
"deegiw","{ ""words"" : [ ""wedgie"" ] }"
"deegll","{ ""words"" : [ ""gelled"" ] }"
"deegln","{ ""words"" : [ ""legend"" ] }"
"deeglp","{ ""words"" : [ ""pledge"" ] }"
"deeglr","{ ""words"" : [ ""ledger"" ] }"
"deegls","{ ""words"" : [ ""ledges"", ""sledge"" ] }"
"deeglu","{ ""words"" : [ ""deluge"" ] }"
"deegmr","{ ""words"" : [ ""merged"" ] }"
"deegnn","{ ""words"" : [ ""genned"" ] }"
"deegnr","{ ""words"" : [ ""gender"" ] }"
"deegnu","{ ""words"" : [ ""dengue"" ] }"
"deegos","{ ""words"" : [ ""geodes"" ] }"
"deegrs","{ ""words"" : [ ""edgers"" ] }"
"deegrv","{ ""words"" : [ ""verged"" ] }"
"deegry","{ ""words"" : [ ""greedy"" ] }"
"deegsu","{ ""words"" : [ ""segued"" ] }"
"deegsw","{ ""words"" : [ ""wedges"" ] }"
"deehlp","{ ""words"" : [ ""helped"" ] }"
"deehmm","{ ""words"" : [ ""hemmed"" ] }"
"deehms","{ ""words"" : [ ""meshed"" ] }"
"deehmt","{ ""words"" : [ ""themed"" ] }"
"deehrr","{ ""words"" : [ ""herder"" ] }"
"deehsw","{ ""words"" : [ ""shewed"" ] }"
"deeilr","{ ""words"" : [ ""lieder"", ""relied"" ] }"
"deeils","{ ""words"" : [ ""elides"", ""diesel"" ] }"
"deeilv","{ ""words"" : [ ""levied"", ""veiled"" ] }"
"deeilx","{ ""words"" : [ ""exiled"" ] }"
"deeily","{ ""words"" : [ ""eyelid"" ] }"
"deeimp","{ ""words"" : [ ""impede"" ] }"
"deeims","{ ""words"" : [ ""demise"" ] }"
"deeinr","{ ""words"" : [ ""reined"", ""denier"" ] }"
"deeins","{ ""words"" : [ ""seined"", ""denies"" ] }"
"deeinv","{ ""words"" : [ ""envied"", ""endive"", ""veined"" ] }"
"deeips","{ ""words"" : [ ""espied"" ] }"
"deeirs","{ ""words"" : [ ""eiders"", ""reside"", ""desire"" ] }"
"deeirt","{ ""words"" : [ ""reedit"", ""retied"", ""tiered"", ""dieter"" ] }"
"deeirv","{ ""words"" : [ ""derive"" ] }"
"deeirw","{ ""words"" : [ ""dewier"" ] }"
"deeisv","{ ""words"" : [ ""sieved"", ""devise"" ] }"
"deeisz","{ ""words"" : [ ""seized"" ] }"
"deeitx","{ ""words"" : [ ""exited"" ] }"
"deeivw","{ ""words"" : [ ""viewed"" ] }"
"deejkr","{ ""words"" : [ ""jerked"" ] }"
"deejll","{ ""words"" : [ ""jelled"" ] }"
"deejst","{ ""words"" : [ ""jested"" ] }"
"deejtt","{ ""words"" : [ ""jetted"" ] }"
"deeknn","{ ""words"" : [ ""kenned"" ] }"
"deekov","{ ""words"" : [ ""evoked"" ] }"
"deekpr","{ ""words"" : [ ""perked"" ] }"
"deeksw","{ ""words"" : [ ""skewed"" ] }"
"deellw","{ ""words"" : [ ""welled"" ] }"
"deelly","{ ""words"" : [ ""yelled"" ] }"
"deelmt","{ ""words"" : [ ""melted"" ] }"
"deelmw","{ ""words"" : [ ""mewled"" ] }"
"deelmy","{ ""words"" : [ ""medley"" ] }"
"deelnr","{ ""words"" : [ ""lender"" ] }"
"deelop","{ ""words"" : [ ""eloped"" ] }"
"deelpt","{ ""words"" : [ ""pelted"" ] }"
"deelpy","{ ""words"" : [ ""deeply"", ""yelped"" ] }"
"deelrs","{ ""words"" : [ ""elders"" ] }"
"deelru","{ ""words"" : [ ""dueler"" ] }"
"deelrv","{ ""words"" : [ ""delver"" ] }"
"deelrw","{ ""words"" : [ ""lewder"", ""welder"" ] }"
"deelst","{ ""words"" : [ ""eldest"" ] }"
"deelsu","{ ""words"" : [ ""eludes"" ] }"
"deelsv","{ ""words"" : [ ""delves"" ] }"
"deelsw","{ ""words"" : [ ""slewed"" ] }"
"deeltw","{ ""words"" : [ ""welted"" ] }"
"deelux","{ ""words"" : [ ""deluxe"" ] }"
"deemnr","{ ""words"" : [ ""mender"" ] }"
"deemns","{ ""words"" : [ ""emends"" ] }"
"deemot","{ ""words"" : [ ""emoted"", ""demote"" ] }"
"deemow","{ ""words"" : [ ""meowed"" ] }"
"deempr","{ ""words"" : [ ""permed"", ""premed"" ] }"
"deempt","{ ""words"" : [ ""temped"" ] }"
"deemrt","{ ""words"" : [ ""termed"" ] }"
"deemru","{ ""words"" : [ ""demure"" ] }"
"deemry","{ ""words"" : [ ""remedy"" ] }"
"deemss","{ ""words"" : [ ""messed"" ] }"
"deennp","{ ""words"" : [ ""penned"" ] }"
"deennz","{ ""words"" : [ ""zenned"" ] }"
"deenop","{ ""words"" : [ ""opened"" ] }"
"deenor","{ ""words"" : [ ""redone"" ] }"
"deenot","{ ""words"" : [ ""denote"" ] }"
"deenpx","{ ""words"" : [ ""expend"" ] }"
"deenrr","{ ""words"" : [ ""render"" ] }"
"deenrs","{ ""words"" : [ ""resend"", ""sender"", ""denser"" ] }"
"deenrt","{ ""words"" : [ ""rented"", ""tender"" ] }"
"deenru","{ ""words"" : [ ""endure"" ] }"
"deenrv","{ ""words"" : [ ""nerved"" ] }"
"deenss","{ ""words"" : [ ""sensed"" ] }"
"deenst","{ ""words"" : [ ""nested"", ""tensed"" ] }"
"deensu","{ ""words"" : [ ""ensued"", ""endues"" ] }"
"deentt","{ ""words"" : [ ""netted"", ""tented"" ] }"
"deentv","{ ""words"" : [ ""vented"" ] }"
"deentx","{ ""words"" : [ ""extend"" ] }"
"deeops","{ ""words"" : [ ""depose"" ] }"
"deeors","{ ""words"" : [ ""erodes"", ""redoes"" ] }"
"deeorz","{ ""words"" : [ ""zeroed"" ] }"
"deeotv","{ ""words"" : [ ""devote"", ""vetoed"" ] }"
"deeppp","{ ""words"" : [ ""pepped"" ] }"
"deeprs","{ ""words"" : [ ""spreed"" ] }"
"deepru","{ ""words"" : [ ""pureed"" ] }"
"deepry","{ ""words"" : [ ""preyed"" ] }"
"deepss","{ ""words"" : [ ""speeds"" ] }"
"deepsw","{ ""words"" : [ ""spewed"" ] }"
"deepsy","{ ""words"" : [ ""speedy"" ] }"
"deeptt","{ ""words"" : [ ""petted"" ] }"
"deeptu","{ ""words"" : [ ""depute"" ] }"
"deequu","{ ""words"" : [ ""queued"" ] }"
"deerrw","{ ""words"" : [ ""redrew"" ] }"
"deerst","{ ""words"" : [ ""rested"", ""desert"", ""deters"" ] }"
"deersu","{ ""words"" : [ ""reused"" ] }"
